year,rank,song,artist,artist_original,artist_clean
1976,63,Shop Around,Captain & Tennille,Captain & Tennille,Captain
1976,64,Saturday Night,Bay City Rollers,Bay City Rollers,Bay City Rollers
1976,65,Island Girl,Elton John,Elton John,Elton John
1976,66,Let's Do It Again,The Staple Singers,The Staple Singers,The Staple Singers
1976,67,Let 'Em In,Wings,Wings,Wings
1976,68,Baby Face,Wing and a Prayer Fife and Drum Corps,Wing and a Prayer Fife and Drum Corps,Wing
1976,69,This Masquerade,George Benson,George Benson,George Benson
1976,70,Evil Woman,Electric Light Orchestra,Electric Light Orchestra,Electric Light Orchestra
1976,71,Wham Bam,Silver,Silver,Silver
1976,72,I'm Easy,Keith Carradine,Keith Carradine,Keith Carradine
1976,73,Wake Up Everybody,Harold Melvin & the Blue Notes,Harold Melvin & the Blue Notes,Harold Melvin
1976,74,Summer,War,War,War
1976,75,Let Her In,John Travolta,John Travolta,John Travolta
1976,76,Fox on the Run,Sweet,Sweet,Sweet
1976,77,Rhiannon,Fleetwood Mac,Fleetwood Mac,Fleetwood Mac
1976,78,Got to Get You into My Life,The Beatles,The Beatles,The Beatles
1976,79,Fanny (Be Tender with My Love),Bee Gees,Bee Gees,Bee Gees
1976,80,Getaway,"Earth, Wind & Fire","Earth, Wind & Fire",Earth
1976,81,She's Gone,Daryl Hall & John Oates,Daryl Hall & John Oates,Daryl Hall
1976,82,Still the One,Orleans,Orleans,Orleans
1976,83,You're My Best Friend,Queen,Queen,Queen
1976,84,With Your Love,Jefferson Starship,Jefferson Starship,Jefferson Starship
1976,85,Slow Ride,Foghat,Foghat,Foghat
1976,86,Who'd She Coo?,Ohio Players,Ohio Players,Ohio Players
1976,87,The Boys Are Back in Town,Thin Lizzy,Thin Lizzy,Thin Lizzy
1976,88,Walk Away from Love,David Ruffin,David Ruffin,David Ruffin
1976,89,"Baby, I Love Your Way (Live)",Peter Frampton,Peter Frampton,Peter Frampton
1976,90,Young Hearts Run Free,Candi Staton,Candi Staton,C
1976,91,Breaking Up Is Hard to Do,Neil Sedaka,Neil Sedaka,Neil Sedaka
1976,92,Money Honey,Bay City Rollers,Bay City Rollers,Bay City Rollers
1976,93,Give Up the Funk (Tear the Roof off the Sucker),Parliament,Parliament,Parliament
1976,94,Junk Food Junkie,Larry Groce,Larry Groce,Larry Groce
1976,95,Tryin' to Get the Feeling Again,Barry Manilow,Barry Manilow,Barry Manilow
1976,96,Rock and Roll All Nite (Live),Kiss,Kiss,Kiss
1976,97,Disco Duck,Rick Dees,Rick Dees,Rick Dees
1976,98,Take the Money and Run,Steve Miller Band,Steve Miller Band,Steve Miller B
1976,99,Squeeze Box,The Who,The Who,The Who
1976,100,Country Boy (You Got Your Feet in L.A.),Glen Campbell,Glen Campbell,Glen Campbell
1977,1,Tonight's the Night (Gonna Be Alright),Rod Stewart,Rod Stewart,Rod Stewart
1977,2,I Just Want to Be Your Everything,Andy Gibb,Andy Gibb,y Gibb
1977,3,Best of My Love,The Emotions,The Emotions,The Emotions
1977,4,Evergreen (Love Theme fromA Star Is Born),Barbra Streisand,Barbra Streisand,Barbra Streis
1977,5,Angel in Your Arms,Hot,Hot,Hot
1977,6,I Like Dreamin',Kenny Nolan,Kenny Nolan,Kenny Nolan
1977,7,Don't Leave Me This Way,Thelma Houston,Thelma Houston,Thelma Houston
1977,8,(Your Love Has Lifted Me) Higher and Higher,Rita Coolidge,Rita Coolidge,Rita Coolidge
1977,9,Undercover Angel,Alan O'Day,Alan O'Day,Alan O'Day
1977,10,Torn Between Two Lovers,Mary MacGregor,Mary MacGregor,Mary MacGregor
1977,11,I'm Your Boogie Man,KC and the Sunshine Band,KC and the Sunshine Band,KC
1977,12,Dancing Queen,ABBA,ABBA,ABBA
1977,13,You Make Me Feel Like Dancing,Leo Sayer,Leo Sayer,Leo Sayer
1977,14,Margaritaville,Jimmy Buffett,Jimmy Buffett,Jimmy Buffett
1977,15,Telephone Line,Electric Light Orchestra,Electric Light Orchestra,Electric Light Orchestra
1977,16,Whatcha Gonna Do?,Pablo Cruise,Pablo Cruise,Pablo Cruise
1977,17,Do You Wanna Make Love,Peter McCann,Peter McCann,Peter McCann
1977,18,Sir Duke,Stevie Wonder,Stevie Wonder,Stevie Wonder
1977,19,Hotel California,Eagles,Eagles,Eagles
1977,20,Got to Give It Up,Marvin Gaye,Marvin Gaye,Marvin Gaye
1977,21,Gonna Fly Now,Bill Conti,Bill Conti,Bill Conti
1977,22,Southern Nights,Glen Campbell,Glen Campbell,Glen Campbell
1977,23,Rich Girl,Hall & Oates,Hall & Oates,Hall
1977,24,When I Need You,Leo Sayer,Leo Sayer,Leo Sayer
1977,25,Hot Line,The Sylvers,The Sylvers,The Sylvers
1977,26,Car Wash,Rose Royce,Rose Royce,Rose Royce
1977,27,You Don't Have to Be a Star (To Be in My Show),"Marilyn McCoo,Billy Davis Jr.","Marilyn McCoo,Billy Davis Jr.",Marilyn McCoo
1977,28,Fly Like an Eagle,Steve Miller Band,Steve Miller Band,Steve Miller B
1977,29,Don't Give Up on Us,David Soul,David Soul,David Soul
1977,30,On and On,Stephen Bishop,Stephen Bishop,Stephen Bishop
1977,31,Feels Like the First Time,Foreigner,Foreigner,Foreigner
1977,32,Couldn't Get It Right,Climax Blues Band,Climax Blues Band,Clima
1977,33,Easy,Commodores,Commodores,Commodores
1977,34,Right Time of the Night,Jennifer Warnes,Jennifer Warnes,Jennifer Warnes
1977,35,I've Got Love on My Mind,Natalie Cole,Natalie Cole,Natalie Cole
1977,36,Blinded by the Light,Manfred Mann's Earth Band,Manfred Mann's Earth Band,Manfred Mann's Earth B
1977,37,Looks Like We Made It,Barry Manilow,Barry Manilow,Barry Manilow
1977,38,So in to You,Atlanta Rhythm Section,Atlanta Rhythm Section,Atlanta Rhythm Section
1977,39,Dreams,Fleetwood Mac,Fleetwood Mac,Fleetwood Mac
1977,40,Enjoy Yourself,The Jacksons,The Jacksons,The Jacksons
1977,41,Dazz,Brick,Brick,Brick
1977,42,I'm in You,Peter Frampton,Peter Frampton,Peter Frampton
1977,43,Lucille,Kenny Rogers,Kenny Rogers,Kenny Rogers
1977,44,The Things We Do for Love,10cc,10cc,10cc
1977,45,Da Doo Ron Ron,Shaun Cassidy,Shaun Cassidy,Shaun Cassidy
1977,46,Handy Man,James Taylor,James Taylor,James Taylor
1977,47,Just a Song Before I Go,"Crosby, Stills & Nash","Crosby, Stills & Nash",Crosby
1977,48,You and Me,Alice Cooper,Alice Cooper,Alice Cooper
1977,49,Swayin' to the Music (Slow Dancing),Johnny Rivers,Johnny Rivers,Johnny Rivers
1977,50,Lonely Boy,Andrew Gold,Andrew Gold,rew Gold
1977,51,I Wish,Stevie Wonder,Stevie Wonder,Stevie Wonder
1977,52,Don't Stop,Fleetwood Mac,Fleetwood Mac,Fleetwood Mac
1977,53,Barracuda,Heart,Heart,Heart
1977,54,Strawberry Letter 23,The Brothers Johnson,The Brothers Johnson,The Brothers Johnson
1977,55,Night Moves,Bob Seger & The Silver Bullet Band,Bob Seger & The Silver Bullet Band,Bob Seger
1977,56,You're My World,Helen Reddy,Helen Reddy,Helen Reddy
1977,57,Heard It in a Love Song,The Marshall Tucker Band,The Marshall Tucker Band,The Marshall Tucker B
1977,58,Carry On Wayward Son,Kansas,Kansas,Kansas
1977,59,New Kid in Town,Eagles,Eagles,Eagles
1977,60,My Heart Belongs to Me,Barbra Streisand,Barbra Streisand,Barbra Streis
1977,61,After the Lovin',Engelbert Humperdinck,Engelbert Humperdinck,Engelbert Humperdinck
1977,62,Jet Airliner,Steve Miller Band,Steve Miller Band,Steve Miller B
1977,63,Stand Tall,Burton Cummings,Burton Cummings,Burton Cummings
1977,64,Way Down,Elvis Presley,Elvis Presley,Elvis Presley
1977,65,Weekend in New England,Barry Manilow,Barry Manilow,Barry Manilow
1977,66,It Was Almost Like a Song,Ronnie Milsap,Ronnie Milsap,Ronnie Milsap
1977,67,Smoke from a Distant Fire,Sanford-Townsend Band,Sanford-Townsend Band,Sanford-Townsend B
1977,68,Cold as Ice,Foreigner,Foreigner,Foreigner
1977,69,Ariel,Dean Friedman,Dean Friedman,Dean Friedman
1977,70,Lost Without Your Love,Bread,Bread,Bread
1977,71,Star Wars Theme/Cantina Band,Meco,Meco,Meco
1977,72,Float On,The Floaters,The Floaters,The Floaters
1977,73,Jeans On,Lord David Dundas,Lord David Dundas,Lord David Dundas
1977,74,Lido Shuffle,Boz Scaggs,Boz Scaggs,Boz Scaggs
1977,75,Keep It Comin' Love,KC and the Sunshine Band,KC and the Sunshine Band,KC
1977,76,You Made Me Believe in Magic,Bay City Rollers,Bay City Rollers,Bay City Rollers
1977,77,Livin' Thing,Electric Light Orchestra,Electric Light Orchestra,Electric Light Orchestra
1977,78,Give a Little Bit,Supertramp,Supertramp,Supertramp
1977,79,That's Rock 'n' Roll,Shaun Cassidy,Shaun Cassidy,Shaun Cassidy
1977,80,Love So Right,Bee Gees,Bee Gees,Bee Gees
1977,81,The Rubberband Man,The Spinners,The Spinners,The Spinners
1977,82,I Never Cry,Alice Cooper,Alice Cooper,Alice Cooper
1977,83,Nobody Does It Better,Carly Simon,Carly Simon,Carly Simon
1977,84,High School Dance,The Sylvers,The Sylvers,The Sylvers
1977,85,Love's Grown Deep,Kenny Nolan,Kenny Nolan,Kenny Nolan
1977,86,Ain't Gonna Bump No More (With No Big Fat Woman),Joe Tex,Joe Tex,Joe Te
1977,87,I Wanna Get Next to You,Rose Royce,Rose Royce,Rose Royce
1977,88,Somebody to Love,Queen,Queen,Queen
1977,89,Muskrat Love,Captain & Tennille,Captain & Tennille,Captain
1977,90,Walk This Way,Aerosmith,Aerosmith,Aerosmith
1977,91,Cherchez La Femme,Dr. Buzzard's Original Savannah Band,Dr. Buzzard's Original Savannah Band,Dr. Buzzard's Original Savannah B
1977,92,Year of the Cat,Al Stewart,Al Stewart,Al Stewart
1977,93,Boogie Nights,Heatwave,Heatwave,Heatwave
1977,94,Go Your Own Way,Fleetwood Mac,Fleetwood Mac,Fleetwood Mac
1977,95,Sorry Seems to Be the Hardest Word,Elton John,Elton John,Elton John
1977,96,Don't Worry Baby,B.J. Thomas,B.J. Thomas,B.J. Thomas
1977,97,"Knowing Me, Knowing You",ABBA,ABBA,ABBA
1977,98,How Much Love,Leo Sayer,Leo Sayer,Leo Sayer
1977,99,Star Wars (Main Title),London Symphony Orchestra,London Symphony Orchestra,London Symphony Orchestra
1977,100,Devil's Gun,C.J. & Company,C.J. & Company,C.J.
1978,1,Shadow Dancing,Andy Gibb,Andy Gibb,y Gibb
1978,2,Night Fever,Bee Gees,Bee Gees,Bee Gees
1978,3,You Light Up My Life,Debby Boone,Debby Boone,Debby Boone
1978,4,Stayin' Alive,Bee Gees,Bee Gees,Bee Gees
1978,5,Kiss You All Over,Exile,Exile,E
1978,6,How Deep Is Your Love,Bee Gees,Bee Gees,Bee Gees
1978,7,Baby Come Back,Player,Player,Player
1978,8,(Love Is) Thicker Than Water,Andy Gibb,Andy Gibb,y Gibb
1978,9,Boogie Oogie Oogie,A Taste of Honey,A Taste of Honey,A Taste of Honey
1978,10,Three Times a Lady,Commodores,Commodores,Commodores
1978,11,Grease,Frankie Valli,Frankie Valli,Frankie Valli
1978,12,I Go Crazy,Paul Davis,Paul Davis,Paul Davis
1978,13,You're the One That I Want,"John Travolta,Olivia Newton-John","John Travolta,Olivia Newton-John",John Travolta
1978,14,Emotion,Samantha Sang,Samantha Sang,Samantha Sang
1978,15,Lay Down Sally,Eric Clapton,Eric Clapton,Eric Clapton
1978,16,Miss You,The Rolling Stones,The Rolling Stones,The Rolling Stones
1978,17,Just the Way You Are,Billy Joel,Billy Joel,Billy Joel
1978,18,With a Little Luck,Wings,Wings,Wings
1978,19,If I Can't Have You,Yvonne Elliman,Yvonne Elliman,Yvonne Elliman
1978,20,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,Chic,Chic
1978,21,Feels So Good,Chuck Mangione,Chuck Mangione,Chuck Mangione
1978,22,Hot Child in the City,Nick Gilder,Nick Gilder,Nick Gilder
1978,23,Love Is Like Oxygen,Sweet,Sweet,Sweet
1978,24,It's a Heartache,Bonnie Tyler,Bonnie Tyler,Bonnie Tyler
1978,25,We Will Rock You,"We Are the Champions,Queen","We Are the Champions,Queen",We Are the Champions
1978,26,Baker Street,Gerry Rafferty,Gerry Rafferty,Gerry Rafferty
1978,27,Can't Smile Without You,Barry Manilow,Barry Manilow,Barry Manilow
1978,28,"Too Much, Too Little, Too Late","Johnny Mathis,Deniece Williams","Johnny Mathis,Deniece Williams",Johnny Mathis
1978,29,Dance With Me,Peter Brown,Peter Brown,Peter Brown
1978,30,Two Out of Three Ain't Bad,Meat Loaf,Meat Loaf,Meat Loaf
1978,31,Jack And Jill,Raydio,Raydio,Raydio
1978,32,Take a Chance on Me,ABBA,ABBA,ABBA
1978,33,Sometimes When We Touch,Dan Hill,Dan Hill,Dan Hill
1978,34,Last Dance,Donna Summer,Donna Summer,Donna Summer
1978,35,Hopelessly Devoted to You,Olivia Newton-John,Olivia Newton-John,Olivia Newton-John
1978,36,Hot Blooded,Foreigner,Foreigner,Foreigner
1978,37,You're in My Heart (The Final Acclaim),Rod Stewart,Rod Stewart,Rod Stewart
1978,38,The Closer I Get to You,"Roberta Flack,Donny Hathaway","Roberta Flack,Donny Hathaway",Roberta Flack
1978,39,Dust in the Wind,Kansas,Kansas,Kansas
1978,40,Magnet and Steel,Walter Egan,Walter Egan,Walter Egan
1978,41,Short People,Randy Newman,Randy Newman,R
1978,42,Use ta Be My Girl,The O'Jays,The O'Jays,The O'Jays
1978,43,Our Love,Natalie Cole,Natalie Cole,Natalie Cole
1978,44,Love Will Find a Way,Pablo Cruise,Pablo Cruise,Pablo Cruise
1978,45,An Everlasting Love,Andy Gibb,Andy Gibb,y Gibb
1978,46,Love Is in the Air,John Paul Young,John Paul Young,John Paul Young
1978,47,Goodbye Girl,David Gates,David Gates,David Gates
1978,48,Slip Slidin' Away,Paul Simon,Paul Simon,Paul Simon
1978,49,The Groove Line,Heatwave,Heatwave,Heatwave
1978,50,Thunder Island,Jay Ferguson,Jay Ferguson,Jay Ferguson
1978,51,Imaginary Lover,Atlanta Rhythm Section,Atlanta Rhythm Section,Atlanta Rhythm Section
1978,52,Still the Same,Bob Seger & The Silver Bullet Band,Bob Seger & The Silver Bullet Band,Bob Seger
1978,53,My Angel Baby,Toby Beau,Toby Beau,Toby Beau
1978,54,Disco Inferno,The Trammps,The Trammps,The Trammps
1978,55,On Broadway,George Benson,George Benson,George Benson
1978,56,Come Sail Away,Styx,Styx,Sty
1978,57,(Every Time I Turn Around) Back in Love Again,L.T.D.,L.T.D.,L.T.D.
1978,58,This Time I'm in It for Love,Player,Player,Player
1978,59,You Belong to Me,Carly Simon,Carly Simon,Carly Simon
1978,60,Here You Come Again,Dolly Parton,Dolly Parton,Dolly Parton
1978,61,Blue Bayou,Linda Ronstadt,Linda Ronstadt,Linda Ronstadt
1978,62,Peg,Steely Dan,Steely Dan,Steely Dan
1978,63,You Needed Me,Anne Murray,Anne Murray,Anne Murray
1978,64,Shame,"Evelyn ""Champagne"" King","Evelyn ""Champagne"" King","Evelyn ""Champagne"" King"
1978,65,Reminiscing,Little River Band,Little River Band,Little River B
1978,66,Count On Me,Jefferson Starship,Jefferson Starship,Jefferson Starship
1978,67,Baby Hold On,Eddie Money,Eddie Money,Eddie Money
1978,68,Hey Deanie,Shaun Cassidy,Shaun Cassidy,Shaun Cassidy
1978,69,Summer Nights,"John Travolta,Olivia Newton-John","John Travolta,Olivia Newton-John",John Travolta
1978,70,What's Your Name,Lynyrd Skynyrd,Lynyrd Skynyrd,Lynyrd Skynyrd
1978,71,Don't It Make My Brown Eyes Blue,Crystal Gayle,Crystal Gayle,Crystal Gayle
1978,72,Because the Night,Patti Smith Group,Patti Smith Group,Patti Smith Group
1978,73,Every Kinda People,Robert Palmer,Robert Palmer,Robert Palmer
1978,74,Copacabana,Barry Manilow,Barry Manilow,Barry Manilow
1978,75,Always and Forever,Heatwave,Heatwave,Heatwave
1978,76,You and I,Rick James,Rick James,Rick James
1978,77,Serpentine Fire,"Earth, Wind & Fire","Earth, Wind & Fire",Earth
1978,78,Sentimental Lady,Bob Welch,Bob Welch,Bob Welch
1978,79,Falling,"LeBlanc,Carr","LeBlanc,Carr",LeBlanc
1978,80,Don't Let Me Be Misunderstood,Santa Esmeralda,Santa Esmeralda,Santa Esmeralda
1978,81,Bluer Than Blue,Michael Johnson,Michael Johnson,Michael Johnson
1978,82,Running on Empty,Jackson Browne,Jackson Browne,Jackson Browne
1978,83,Whenever I Call You 'Friend',"Kenny Loggins,Stevie Nicks","Kenny Loggins,Stevie Nicks",Kenny Loggins
1978,84,Fool (If You Think It's Over),Chris Rea,Chris Rea,Chris Rea
1978,85,Get Off,Foxy,Foxy,Fo
1978,86,Sweet Talkin' Woman,Electric Light Orchestra,Electric Light Orchestra,Electric Light Orchestra
1978,87,Life's Been Good,Joe Walsh,Joe Walsh,Joe Walsh
1978,88,I Love the Nightlife,Alicia Bridges,Alicia Bridges,Alicia Bridges
1978,89,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,High Inergy,High Inergy
1978,90,It's So Easy,Linda Ronstadt,Linda Ronstadt,Linda Ronstadt
1978,91,Native New Yorker,Odyssey,Odyssey,Odyssey
1978,92,Flash Light,Parliament,Parliament,Parliament
1978,93,Don't Look Back,Boston,Boston,Boston
1978,94,Turn to Stone,Electric Light Orchestra,Electric Light Orchestra,Electric Light Orchestra
1978,95,I Can't Stand the Rain,Eruption,Eruption,Eruption
1978,96,Ebony Eyes,Bob Welch,Bob Welch,Bob Welch
1978,97,The Name of the Game,ABBA,ABBA,ABBA
1978,98,We're All Alone,Rita Coolidge,Rita Coolidge,Rita Coolidge
1978,99,Hollywood Nights,Bob Seger & The Silver Bullet Band,Bob Seger & The Silver Bullet Band,Bob Seger
1978,100,Deacon Blues,Steely Dan,Steely Dan,Steely Dan
1979,1,My Sharona,The Knack,The Knack,The Knack
1979,2,Bad Girls,Donna Summer,Donna Summer,Donna Summer
1979,3,Le Freak,Chic,Chic,Chic
1979,4,Da Ya Think I'm Sexy?,Rod Stewart,Rod Stewart,Rod Stewart
1979,5,Reunited,Peaches & Herb,Peaches & Herb,Peaches
1979,6,I Will Survive,Gloria Gaynor,Gloria Gaynor,Gloria Gaynor
1979,7,Hot Stuff,Donna Summer,Donna Summer,Donna Summer
1979,8,Y.M.C.A.,Village People,Village People,Village People
1979,9,Ring My Bell,Anita Ward,Anita Ward,Anita Ward
1979,10,Sad Eyes,Robert John,Robert John,Robert John
1979,11,Too Much Heaven,Bee Gees,Bee Gees,Bee Gees
1979,12,MacArthur Park,Donna Summer,Donna Summer,Donna Summer
1979,13,When You're in Love with a Beautiful Woman,Dr. Hook,Dr. Hook,Dr. Hook
1979,14,Makin' It,David Naughton,David Naughton,David Naughton
1979,15,Fire,The Pointer Sisters,The Pointer Sisters,The Pointer Sisters
1979,16,Tragedy,Bee Gees,Bee Gees,Bee Gees
1979,17,A Little More Love,Olivia Newton-John,Olivia Newton-John,Olivia Newton-John
1979,18,Heart of Glass,Blondie,Blondie,Blondie
1979,19,What a Fool Believes,The Doobie Brothers,The Doobie Brothers,The Doobie Brothers
1979,20,Good Times,Chic,Chic,Chic
1979,21,You Don't Bring Me Flowers,"Neil Diamond,Barbra Streisand","Neil Diamond,Barbra Streisand",Neil Diamond
1979,22,Knock on Wood,Amii Stewart,Amii Stewart,Amii Stewart
1979,23,Stumblin' In,"Suzi Quatro,Chris Norman","Suzi Quatro,Chris Norman",Suzi Quatro
1979,24,Lead Me On,Maxine Nightingale,Maxine Nightingale,Ma
1979,25,Shake Your Body (Down to the Ground),The Jacksons,The Jacksons,The Jacksons
1979,26,Don't Cry Out Loud,Melissa Manchester,Melissa Manchester,Melissa Manchester
1979,27,The Logical Song,Supertramp,Supertramp,Supertramp
1979,28,My Life,Billy Joel,Billy Joel,Billy Joel
1979,29,Just When I Needed You Most,Randy VanWarmer,Randy VanWarmer,R
1979,30,You Can't Change That,Raydio,Raydio,Raydio
1979,31,Shake Your Groove Thing,Peaches & Herb,Peaches & Herb,Peaches
1979,32,I'll Never Love This Way Again,Dionne Warwick,Dionne Warwick,Dionne Warwick
1979,33,Love You Inside Out,Bee Gees,Bee Gees,Bee Gees
1979,34,I Want You to Want Me,Cheap Trick,Cheap Trick,Cheap Trick
1979,35,The Main Event/Fight,Barbra Streisand,Barbra Streisand,Barbra Streis
1979,36,Mama Can't Buy You Love,Elton John,Elton John,Elton John
1979,37,I Was Made for Dancin',Leif Garrett,Leif Garrett,Leif Garrett
1979,38,After the Love Has Gone,"Earth, Wind & Fire","Earth, Wind & Fire",Earth
1979,39,Heaven Knows,"Donna Summer,Brooklyn Dreams","Donna Summer,Brooklyn Dreams",Donna Summer
1979,40,The Gambler,Kenny Rogers,Kenny Rogers,Kenny Rogers
1979,41,Lotta Love,Nicolette Larson,Nicolette Larson,Nicolette Larson
1979,42,Lady,Little River Band,Little River Band,Little River B
1979,43,Heaven Must Have Sent You,Bonnie Pointer,Bonnie Pointer,Bonnie Pointer
1979,44,Hold the Line,Toto,Toto,Toto
1979,45,He's the Greatest Dancer,Sister Sledge,Sister Sledge,Sister Sledge
1979,46,Sharing the Night Together,Dr. Hook,Dr. Hook,Dr. Hook
1979,47,She Believes in Me,Kenny Rogers,Kenny Rogers,Kenny Rogers
1979,48,In the Navy,Village People,Village People,Village People
1979,49,Music Box Dancer,Frank Mills,Frank Mills,Frank Mills
1979,50,The Devil Went Down to Georgia,The Charlie Daniels Band,The Charlie Daniels Band,The Charlie Daniels B
1979,51,Gold,John Stewart,John Stewart,John Stewart
1979,52,Goodnight Tonight,Wings,Wings,Wings
1979,53,We Are Family,Sister Sledge,Sister Sledge,Sister Sledge
1979,54,Rock 'n' Roll Fantasy,Bad Company,Bad Company,Bad Company
1979,55,Every 1's a Winner,Hot Chocolate,Hot Chocolate,Hot Chocolate
1979,56,Take Me Home,Cher,Cher,Cher
1979,57,Boogie Wonderland,"Earth, Wind & Fire,The Emotions","Earth, Wind & Fire,The Emotions",Earth
1979,58,(Our Love) Don't Throw It All Away,Andy Gibb,Andy Gibb,y Gibb
1979,59,What You Won't Do for Love,Bobby Caldwell,Bobby Caldwell,Bobby Caldwell
1979,60,New York Groove,Ace Frehley,Ace Frehley,Ace Frehley
1979,61,Sultans of Swing,Dire Straits,Dire Straits,Dire Straits
1979,62,I Want Your Love,Chic,Chic,Chic
1979,63,Chuck E.'s In Love,Rickie Lee Jones,Rickie Lee Jones,Rickie Lee Jones
1979,64,I Love the Nightlife,Alicia Bridges,Alicia Bridges,Alicia Bridges
1979,65,Ain't No Stoppin' Us Now,McFadden & Whitehead,McFadden & Whitehead,McFadden
1979,66,Lonesome Loser,Little River Band,Little River Band,Little River B
